id,조문문장,T5_L1,T5_L2,T5_확신도,T5_근거
P06996,사항은 교육부령으로,판단불가,미특정,4,문장이 불완전하여 맥락 없이 판단할 수 없음(주어·목적어·완결된 규정 내용 없이 '사항은 교육부령으로'만 제시됨). 표지어구에 '교육부령'이 있으나 문언이 완결되지 않아 위임인지 인용인지 확정 불가함.
P06997,필요한 사항은 교육부령으로,위임,부령,5,'필요한 사항은 교육부령으로'처럼 문말 종결형으로 규율권한을 하위 규범(교육부령)에게 넘기고 있으므로 포괄적 위임에 해당한다. 표지어구에 '교육부령' 명시되어 있어 부령으로 판정함.
P06998,필요한 사항은 교육부령으로,위임,부령,5,문장이 '필요한 사항은 교육부령으로'라고 규율권한을 교육부령에 넘기고 있어 포괄적 위임이다.
P06999,사항은 교육부령으로,위임,부령,4,"문장이 '사항은 교육부령으로'로 규율권한을 하위규범(교육부령)에 넘기고 있어 위임이며, 문언상 명시된 법형식은 교육부령(부령)임."
P07000,교육부령으로 정하는,위임,부령,4,문장이 '교육부령으로 정하는'으로 끝나며 규율권한을 교육부령에 넘기고자 하는 위임 표현이다. ('교육부령'은 부령에 해당)
P07001,사항은 교육부령으로,판단불가,미특정,4,문장이 불완전하여 맥락 없이 규율권한 이전인지 인용인지 판정 불가. 다만 표지어구에 '교육부령'이 있어 형식은 특정되나 문언이 미완성되어 명확하지 않아 L2는 '미특정'으로 처리함.
P07002,사항은 교육부령으로,위임,부령,3,문장이 '사항은 교육부령으로'로 끝나며 규율권한을 하위규범(교육부령)에 넘기는 종결형 표현이므로 위임에 해당한다. 다만 문장이 축약되어 있어 부령을 구체적으로 '교육부령'이라 표기해 L2는 부령으로 판단함.
P07003,필요한 사항은 대통령령으로,판단불가,대통령령,4,"문장이 '필요한 사항은 대통령령으로'에서 잘려 있어 전체 문맥이 없어 판단 불가하나, 표지어구에 대통령령이 있으므로 법형식은 대통령령으로 표기함."
P07004,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 대통령령에 넘기고 있어 위임이다.
P07005,안전조치에 관하여 필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 전형적 위임 표현이므로 위임으로 판단됨.
P07006,사항은 대통령령으로,위임,대통령령,4,문장이 '사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 종결형 위임 표현이다.
P07007,사항은 교육부령으로,위임,부령,4,문장이 '사항은 교육부령으로'로 끝나며 규율권한을 교육부령(부령)으로 넘기므로 위임에 해당한다.
P07008,대통령령으로 정하는 관련,판단불가,대통령령,3,문장이 미완성되어 있어 위임인지 인용인지 문맥상 판단 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 기재함.
P07009,"사항은 대통령령으로, 학교체육진흥지역위원회의",판단불가,대통령령,3,문장이 단절되어 구체적 서술이 없어 위임인지 인용인지 확정 불가하나 표지어구 '대통령령'이 명시되어 있어 법형식은 대통령령으로 판단함.
P07010,"사항은 대통령령으로, 학교체육진흥지역위원회의",판단불가,대통령령,3,문장이 불완전하여 맥락 없이 판정이 어려우나 '대통령령으로'라는 표지어구가 있어 형식은 대통령령을 지시하는 것으로 보임. 다만 문장이 잘려 있어 위임인지 확정 불가함.
P07011,"사항은 대통령령으로, 학교체육진흥지역위원회의",판단불가,대통령령,3,문장이 불완전하여 규율권한을 넘기는지 여부를 확정하기 어렵다. 다만 표지어구에 '대통령령'이 있어 형식은 대통령령을 지시하는 것으로 보인다.
P07012,"사항은 대통령령으로, 학교체육진흥지역위원회의",위임,대통령령,3,문장이 불완전하나 '사항은 대통령령으로'라는 표현은 규율권한을 대통령령에 넘기는 위임형태로 해석된다. 표지어구에도 대통령령이 명시되어 있음.
P07013,"사항은 대통령령으로, 학교체육진흥지역위원회의",판단불가,대통령령,3,문장이 불완전하여 맥락 없이 판정이 어렵다. 다만 표지어구 '대통령령'이 있어 형식은 대통령령으로 언급되어 있다.
P07014,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,문장이 구성·운영 관련 필요한 사항을 각각 대통령령 및 시·도의 조례로 정하도록 규율권한을 넘기고 있어 위임이며 두 법형식이 병기되어 있으므로 '대통령령|조례'로 표기함.
P07015,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 학교체육진흥중앙위원회 관련 사항은 대통령령으로, 지역위원회 관련 사항은 해당 시·도의 조례로 정한다고 명시적으로 규율권한을 하위 규범에 부여한다."
P07016,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,문장이 구성·운영 등에 필요한 사항을 각각 대통령령과 시·도 조례로 정하도록 규율권한을 명시적으로 넘긴다.
P07017,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 '필요한 사항은 대통령령으로, ...는 해당 시·도의 조례로 정한다'라고 명시해 규율권한을 하위 규범에 넘기고 있어 위임이며 두 법형식을 병기되어 있다."
P07018,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,문장이 구성·운영 등에 필요한 사항을 각각 대통령령과 시·도의 조례로 정한다고 명시하여 규율권한을 하위 규범에 넘긴다.
P07019,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,문장이 구성·운영 등 필요한 사항을 각각 대통령령과 시·도의 조례에 위임하는 종결형 문장이다.
P07020,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 구성·운영 등에 필요한 사항을 각각 대통령령과 조례로 정하도록 규율권한을 하위규범에 넘기고 있으며, 두 법형식을 병기하고 있다."
P07021,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,문장이 구성·운영 등에 필요한 사항을 법령과 조례로 정하도록 명시해 규율권한을 하위 규범에 넘기고 있으며 대통령령과 해당 시·도의 조례를 병기하고 있다.
P07022,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 구성·운영 등에 필요한 사항을 각각 대통령령과 조례로 정하도록 직접 규율권한을 위임하고 있으므로 위임이며, 두 법형식이 병기되어 있어 '대통령령|조례'로 표기함."
P07023,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 학교체육진흥중앙위원회 관련 사항은 대통령령으로, 지역위원회 관련 사항은 조례로 정하도록 규율권한을 하위규범에 명시적으로 넘기고 있다."
P07024,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 구성·운영 등에 필요한 사항을 각각 대통령령과 시·도의 조례로 정하도록 규율권한을 명시적으로 넘기고 있어 위임이며, 두 법형식이 병기되어 있어 '대통령령|조례'로 표기함."
P07025,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 구성·운영 등에 필요한 사항을 각각 대통령령과 시·도의 조례로 정하도록 규율권한을 하위규범에 넘기고 있어 위임이며, 두 법형식이 병기되어 있어 '대통령령|조례'로 표기함."
P07026,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,문장이 구성·운영 등에 필요한 사항의 규율권한을 대통령령과 해당 시·도의 조례로 넘기므로 명백한 위임이며 두 법형식이 병기되어 있어 '|'로 연결한다.
P07027,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,문장이 구성·운영 등에 필요한 사항을 각각 대통령령과 시·도의 조례로 정하도록 규율권한을 넘기고 있어 포괄적 위임이다.
P07028,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 구성·운영에 관한 필요한 사항을 특정 법형식(대통령령, 해당 시·도의 조례)으로 정하도록 규율권한을 하위 규범에 명시적으로 넘기고 있으므로 위임이며, 두 법형식을 병기하여 '|'로 연결한다."
P07029,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 구성·운영 등에 필요한 사항을 상급 규범(대통령령, 시·도 조례)에 정하도록 명시하여 규율권한을 넘긴다. 두 법형식이 병기되어 있어 '|'로 연결함."
P07030,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 구성·운영 등에 관해 필요한 사항을 상위 규범(대통령령, 시·도의 조례)에 규율하도록 명시적 위임을 하고 있으며 두 법형식이 병기되어 있다."
P07031,"④ 학교체육진흥중앙위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로, 학교체육진흥지역위원회의 구성 및 운영 등에 필요한 사항은 해당 시·도의 조례로 정한다.",위임,대통령령|조례,5,"문장이 학교체육진흥중앙위원회 관련 사항은 대통령령으로, 지역위원회 관련 사항은 시·도 조례로 정하도록 규정해 규율권한을 하위 규범에 위임한다."
P07032,사항은 대통령령으로,판단불가,대통령령,4,문장이 불완전하여 위임인지 인용인지 문맥으로 판정 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 보임.
P07033,사항은 대통령령으로,판단불가,대통령령,4,"문장이 불완전하여 맥락 없이 규율권한 이전인지 단순 언급인지 판단 불가하나, 표지어구에 '대통령령'이 있어 문언상 대통령령을 지정하고 있으므로 L2는 대통령령로 표기함."
P07034,사항은 대통령령으로,판단불가,대통령령,4,문장이 '사항은 대통령령으로'로 불완전하게 잘려 있어 위임인지 인용인지 문맥 없이 확정 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 보임.
P07035,사항은 대통령령으로,판단불가,대통령령,4,문장이 불완전하여 규율권한을 넘기는지(위임) 또는 다른 법령을 가리키는지(인용) 확정할 수 없다. 다만 표지어구에 '대통령령'이 있어 형식으로는 대통령령을 지정하고 있다.
P07036,사항은 대통령령으로,판단불가,대통령령,4,문장이 불완전하여 '사항은 대통령령으로'만으로는 위임인지 인용인지 판정 불가하나 표지어구에 대통령령이 있어 형식은 대통령령으로 보임.
P07037,대통령령으로 정하는 바에 따라 교육감에게,위임,대통령령,5,문장이 '대통령령으로 정하는 바에 따라 교육감에게'로 끝나며 규율권한을 하위 규범(대통령령)에 위임하는 전형적 표현이다.
P07038,대통령령으로 정하는,위임,대통령령,5,"문장이 대통령령에 규율권한을 넘기는 표현('대통령령으로 정하는')의 일부로, 상위 규범이 내용 수정을 대통령령에 위임한다."
P07039,대통령령으로 정하는,위임,대통령령,5,문장이 ‘대통령령으로 정하는’ 형태로 규율권한의 일부 또는 전부를 하위 규범에 위임하는 전형적 위임 표현이다.
P07040,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위 규범(대통령령)에 넘기고 있으므로 위임으로 판단된다.
P07041,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 맥락상 '사항은 대통령령으로 ...' 뒤속이 생략되어 위임인지 인용인지 확정할 수 없음. 다만 표지어구가 '대통령령'이므로 법형식은 대통령령으로 표기함.
P07042,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 문맥이 없어 규율권한을 넘기는지(위임)인지 판정할 수 없음. 다만 표지어구에 '대통령령'이 있어 형식은 대통령령으로 보임.
P07043,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'라고 종결되어 규율권한을 대통령령에 넘기고 있어 위임에 해당한다.
P07044,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 규율 권한을 대통령령에 넘기는 종결형 위임 문구임.
P07045,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 전형적 위임 표현임.
P07046,사항은 대통령령으로,위임,대통령령,5,문장이 '사항은 대통령령으로'로 끝나는 종결형으로 하위 규범(대통령령)에 규율권한을 넘기고 있어 위임으로 판단된다.
P07047,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 맥락 없이 규율권한을 넘기는지(위임)인지 또는 인용인지 판단 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 보임.
P07048,대통령령으로 정하는,판단불가,대통령령,3,문장이 불완전하게 잘려 있어 위임인지 인용인지 문맥상 판단 불가하나 표지어구가 '대통령령'이므로 법형식은 대통령령으로 표기함.
P07049,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위규범(대통령령)에 넘기고 있어 포괄적 위임으로 판단됨.
P07050,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 위임형 표현이다.
P07051,대통령령,판단불가,대통령령,4,"문장이 단어 '대통령령'만으로 구성되어 있어 위임인지 인용인지 문맥 없이 판정 불가하나, 명시된 법형식은 대통령령으로 보인다."
P07052,대통령령,판단불가,대통령령,3,문장이 단어 '대통령령'만으로 구성되어 있어 위임인지 인용인지 또는 문맥상 다른 의미인지 판정할 수 없다.
P07053,대통령령,판단불가,대통령령,3,"문장이 단어 '대통령령'만으로 구성되어 있어 문맥 없이 위임인지 인용인지 판단 불가하나, 명시된 법형식은 대통령령으로 기재됨."
P07054,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는' 형태로 규율할 사항을 대통령령에 위임하는 전형적 위임 표현이다.
P07055,필요한 사항은 대통령령으로,위임,대통령령,4,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 종결형 위임 표현이다.
P07056,구성에 있어 대통령령으로,위임,대통령령,5,문장이 '구성에 있어 대통령령으로'로 끝나며 대통령령에 구성 관련 규율권한을 넘기고 있어 위임 형식이다.
P07057,그 밖에 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 맥락이 없어 규율권한의 위임인지 단순 언급인지 판단할 수 없음. 다만 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 보임.
P07058,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정한다'라고 하여 규율권한을 하위 규범(대통령령)에 위임한다.
P07059,필요한 사항은 대통령령으로,판단불가,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 미완성되어 있어 위임인지 인용인지 문맥상 판단 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 지정됨.
P07060,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'라고 종결되어 규율권한을 대통령령에 넘기고 있어 위임이다. 표지어구도 대통령령으로 명시되어 있다.
P07061,필요한 사항은 대통령령으로,판단불가,대통령령,4,문장이 '필요한 사항은 대통령령으로'로 절단되어 있어 위임 형태로 보이나 문장이 완결되지 않아 규율권한 이전 여부를 확정하기 어렵다.
P07062,학교에 대통령령으로,위임,대통령령,4,문장이 '학교에 대통령령으로'로 끝나며 대통령령에 규율권한을 넘겨 학교 관련 사항을 정하도록 하는 위임의 표지어구로 판단됨.
P07063,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 전형적 위임 표지어구이다.
P07064,사항은 대통령령으로,판단불가,대통령령,4,문장이 불완전하여 맥락 없지만 표지어구가 '대통령령'으로 제시되어 있어 법형식은 대통령령으로 보인다.
P07065,대통령령으로 정하는 특별한,판단불가,대통령령,3,문장이 불완전하여 위임인지 인용인지 명확하지 않으나 표지어구가 '대통령령'으로 법형식을 지정하므로 L2는 대통령령로 표시함.
P07066,사항은 대통령령으로,판단불가,대통령령,4,문장이 '사항은 대통령령으로'로 절단되어 있어 전체 문맥이 없어 위임인지 인용인지 확정 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 보임.
P07067,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 맥락상 위임인지 인용인지 판단 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 표기함.
P07068,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 끝나며 규율권한을 대통령령에 넘기는 표지어구이므로 위임으로 판단된다.
P07069,사항은 대통령령으로,판단불가,대통령령,4,문장이 절단되어 있어 '사항은 대통령령으로...'의 완전한 서술이 없어 규율권한 이전 여부를 확정할 수 없음. 다만 표지어구로 '대통령령'이 제시되어 있어 문언상 법형식은 대통령령으로 보임.
P07070,불구하고 대통령령으로 정하는,위임,대통령령,5,문장에 '대통령령으로 정하는'이라 적혀 있어 규율권한의 일부를 하위 규범(대통령령)에 위임하는 표현이므로 위임으로 판단하고 법형식은 대통령령으로 명시되어 있다.
P07071,대통령령으로 정하는,위임,대통령령,5,"문장이 '대통령령으로 정하는' 형태로 규율할 사항을 하위 규범에 맡기므로 위임에 해당하며, 지정된 법형식은 대통령령이다."
P07072,필요한 사항은 대통령령으로,판단불가,대통령령,4,"문장이 '필요한 사항은 대통령령으로'로 미완성되어 있어 위임인지 인용인지 문맥 없이 판정 불가하나, 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 보임."
P07073,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 종결되어 규율권한을 대통령령에 넘기고 있어 포괄적 위임으로 판단됨.
P07074,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 위임형태이다.
P07075,기준은 대통령령으로,위임,대통령령,5,문장이 '기준은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 종결형 위임 표현이다.
P07076,대법원규칙으로 정한다,위임,미특정,4,"문장이 종결형으로 '대법원규칙으로 정한다'라 하여 규율권한을 하위 규범(대법원규칙)에 넘기므로 위임이며, 법형식으로는 '대법원규칙'이라 특정되나 제시된 형식 목록에 없으므로 행정형식 지정을 하지 않은 '미특정'으로 분류함."
P07077,대통령령으로 정하는,판단불가,대통령령,3,문장이 불완전하여 맥락 없이 판정하기 어려움. 다만 표지어구가 '대통령령'으로 제시되어 형식은 대통령령으로 보임.
P07078,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 종결형 위임 표현이다.
P07079,사항은 대통령령으로,위임,대통령령,5,문장이 '사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 위임형 표현이다.
P07080,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 전형적 위임 표현이다.
P07081,대통령령으로 정하는 절차를,위임,대통령령,4,문장이 '대통령령으로 정하는 절차를'로 끝나며 규율권한을 대통령령에 넘기는 방식의 위임 표현이다.
P07082,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기고 있어 전형적인 위임 표현이다.
P07083,범위는 대통령령으로,위임,대통령령,4,문장이 종결어구 없이 단축되어 있으나 '범위는 대통령령으로'는 규율권한을 대통령령에 위임하는 표현으로 판단됨. 표지어구도 '대통령령'으로 명시되어 있음.
P07084,과태료는 대통령령으로 정하는,위임,대통령령,4,문장이 '과태료는 대통령령으로 정하는'으로 끝나며 규율권한을 대통령령에 넘기는 종결형 위임 표현이다.
P07085,학교폭력 예방센터 지정 기준의 세부 내용은 교육부장관이 정하여 고시한다.,위임,고시,5,"문장이 종결형으로 '정하여 고시한다'라고 하여 교육부장관에게 세부 사항의 규율권한을 부여하므로 위임이며, 명시적 법형식은 '고시'이다."
P07086,학교폭력 예방센터의 지정 기간·절차 및 운영 등에 필요한 사항은 교육부장관이 정하여 고시한다.,위임,미특정,5,"문장이 규율사항의 범위를 교육부장관에게 정하여 고시하도록 명시해 규율권한을 하위 규범에 넘기고 있으며, 법형식을 '교육부장관이 정하여 고시'로 특정하지만 법형식 목록에 해당하는 대통령령·부령·고시 등 중에서 '미특정' 분류 기준에 따라 행정권한을 지정한 것으로 보아 '미특정'으로 표시함."
P07087,그 세부적인 기준은 교육부장관이 정하여 고시한다.,위임,고시,5,문장이 종결형으로 '교육부장관이 정하여 고시한다'라고 규율권한을 교육부장관(고시 형식)에게 명시적으로 넘긴다.
P07088,대통령령으로 정하는,판단불가,대통령령,3,문장이 단편적('대통령령으로 정하는')이라 전체 문맥과 대상·요건이 없어 위임인지 인용인지 단정하기 어렵지만 문언상 규정 형식으로 대통령령을 명시하고 있어 L2는 대통령령로 표기함.
P07089,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위 규범(대통령령)에 넘기고 있어 위임으로 판단된다.
P07090,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정한다'라고 규율권한을 하위규범(대통령령)으로 넘기고 있어 위임에 해당한다.
P07091,대통령령으로 정한다,위임,대통령령,5,종결형 '대통령령으로 정한다'로 규율권한을 하위 규범(대통령령)에 넘긴다.
P07092,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위 규범(대통령령)에 넘기므로 위임에 해당한다.
P07093,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 종결되어 규율권한을 하위 규범(대통령령)으로 넘기고 있다.
P07094,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정한다'라며 규율권한을 하위 규범(대통령령)에게 명시적으로 넘기고 있어 위임이다.
P07095,대통령령으로 정하는,위임,대통령령,5,‘대통령령으로 정하는’은 규율권한을 하위법인 대통령령에 넘겨 구체사항을 정하도록 하는 전형적 위임 표현이다.
P07096,⑥ 그 밖에 시ㆍ도지원센터 또는 지역지원센터의 지정 및 지정 취소의 기준ㆍ절차 등에 필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다.,위임,대통령령|조례,5,문장이 규율권한을 대통령령과 시·도의 조례에 넘기며('대통령령으로 정하는 기준에 따라 해당 시·도의 조례로 정한다') 명시적 위임 형태이므로 위임이고 두 법형식이 병기되어 있어 '|'로 연결함.
P07097,⑥ 그 밖에 시ㆍ도지원센터 또는 지역지원센터의 지정 및 지정 취소의 기준ㆍ절차 등에 필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다.,위임,대통령령|조례,5,문장이 규율권한을 대통령령과 조례에 위임하는 내용(대통령령으로 정하는 기준에 따라 해당 시·도의 조례로 정한다)을 명시하므로 포괄적 위임에 해당하고 두 법형식을 병기하고 있음.
P07098,⑥ 그 밖에 시ㆍ도지원센터 또는 지역지원센터의 지정 및 지정 취소의 기준ㆍ절차 등에 필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다.,위임,대통령령|조례,5,"문장이 규율권한을 넘겨 대통령령에 따른 범위 내에서 해당 시·도의 조례로 정하도록 명시하므로 위임이며, 법형식으로 대통령령과 조례를 병기하고 있다."
P07099,⑥ 그 밖에 시ㆍ도지원센터 또는 지역지원센터의 지정 및 지정 취소의 기준ㆍ절차 등에 필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다.,위임,대통령령|조례,5,문장이 규율권한 일부를 대통령령으로 정하는 기준에 따라 해당 시·도의 조례로 정하도록 위임하고 있으므로 포괄적 위임에 해당하며 두 법형식이 병기되어 있다.
P07100,⑥ 그 밖에 시ㆍ도지원센터 또는 지역지원센터의 지정 및 지정 취소의 기준ㆍ절차 등에 필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다.,위임,대통령령|조례,5,"문장이 '대통령령으로 정하는 기준에 따라 해당 시·도의 조례로 정한다'라고 규정하여 규율권한을 하위 규범(대통령령과 조례)에 넘기므로 위임이며, 두 법형식이 병기되어 있어 '대통령령|조례'로 표기함."
P07101,⑥ 그 밖에 시ㆍ도지원센터 또는 지역지원센터의 지정 및 지정 취소의 기준ㆍ절차 등에 필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다.,위임,대통령령|조례,5,"문장이 규율권한을 대통령령과 해당 시·도의 조례에 나누어 위임하고 있어(대통령령으로 정하는 기준에 따라 조례로 정한다), 병기된 법형식을 '|'로 연결함."
P07102,⑥ 그 밖에 시ㆍ도지원센터 또는 지역지원센터의 지정 및 지정 취소의 기준ㆍ절차 등에 필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다.,위임,대통령령|조례,5,문장이 '필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다'라고 규정하여 규율 권한을 하위 규범(대통령령 및 조례)에 넘기고 있어 포괄적·부분적 위임으로 보인다.
P07103,⑥ 그 밖에 시ㆍ도지원센터 또는 지역지원센터의 지정 및 지정 취소의 기준ㆍ절차 등에 필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다.,위임,대통령령|조례,5,문장이 '대통령령으로 정하는 기준에 따라 해당 시·도의 조례로 정한다'라고 명시하여 규율권한을 하위 규범(조례)과 대통령령 일부에 위임하고 있어 위임으로 판단된다. 법형식은 대통령령과 조례가 병기되어 있어 '대통령령|조례'로 표기한다.
P07104,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위법(대통령령)에 넘기고 있다.
P07105,대통령령으로 정하는,판단불가,대통령령,4,문장이 불완전하여 맥락 없이 규율권한 위임인지 단순 지칭인지 확정 불가하나 표지어구가 '대통령령'으로 되어 있어 형식은 대통령령으로 표기됨.
